Admin Order,Year,Week,Day,Time,Liturgical Day,First Reading,Psalm,Second Reading,Gospel Reading,Reflection,Author,Organisation
1,A,1,Sunday,Ordinary,BAPTISM OF THE LORD,"Isaiah 42:1-4, 6-7","Psalm 28:1-4, 9-10",Acts 10:34-38,Matthew 3:13-17,,,
2,A,2,Sunday,Ordinary,SECOND SUNDAY,"Isaiah 49:3, 5-6","Psalm 39:2, 4, 7-10",1 Corinthians 1:1-3,John 1:29-34,,,
3,A,3,Sunday,Ordinary,THIRD SUNDAY,Isaiah 8:23 – 9:3,"Psalm 26:1, 4, 13-14","1 Corinthians 1:10-13, 17",Matthew 4:12-23,,,
4,A,4,Sunday,Ordinary,FOURTH SUNDAY,Zephaniah 2:3; 3:12-13,Psalm 145:7-10,1 Corinthians 1:26-31,Matthew 5:1-12,,,
5,A,5,Sunday,Ordinary,FIFTH SUNDAY,Isaiah 58:7-10,Psalm 111:4-9,1 Corinthians 2:1-5,Matthew 5:13-16,,,
6,A,6,Sunday,Ordinary,SIXTH SUNDAY,Sirach 15:15-20,"Psalm 118:1-2, 4-5, 17-18, 33-34",1 Corinthians 2:6-10,Matthew 5:17-37,,,
7,A,7,Sunday,Ordinary,SEVENTH SUNDAY,"Leviticus 19:1-2, 17-18","Psalm 102:1-4, 8, 10, 12-13",1 Corinthians 3:16-23,Matthew 5:38-48,,,
8,A,8,Sunday,Ordinary,EIGHTH SUNDAY,Isaiah 49:14-15,"Psalm 61:2-3, 6-9",1 Corinthians 4:1-5,Matthew 6:24-34,,,
9,A,9,Sunday,Ordinary,NINTH SUNDAY,"Deuteronomy 11:18, 26-28, 32","Psalm 30:2-4, 17, 25","Romans 3:21-25, 28",Matthew 7:21-27,,,
10,A,10,Sunday,Ordinary,TENTH SUNDAY,Hosea 6:3-6,"Psalm 49:1, 8, 12-15",Romans 4:18-25,Matthew 9:9-13,,,
11,A,11,Sunday,Ordinary,ELEVENTH SUNDAY,Exodus 19:2-6,"Psalm 99:2-3, 5",Romans 5:6-11,Matthew 9:36 – 10:8,,,
12,A,12,Sunday,Ordinary,TWELFTH SUNDAY,Jeremiah 20:10-13,"Psalm 68:8-10, 14, 17, 33-35",Romans 5:12-15,Matthew 10:26-33,,,
13,A,13,Sunday,Ordinary,THIRTEENTH SUNDAY,"2 Kings 4:8-11, 14-16","Psalm 88:2-3, 16-19","Romans 6:3-4, 8-11",Matthew 10:37-42,,,
14,A,14,Sunday,Ordinary,FOURTEENTH SUNDAY,Zechariah 9:9-10,"Psalm 144:1-2, 8-11, 13-14","Romans 8:9, 11-13",Matthew 11:25-30,,,
15,A,15,Sunday,Ordinary,FIFTEENTH SUNDAY,Isaiah 55:10-11,Psalm 64:10-14,Romans 8:18-23,Matthew 13:1-23,,,
16,A,16,Sunday,Ordinary,SIXTEENTH SUNDAY,"Wisdom 12:13, 16-19","Psalm 85:5-6, 9-10, 15-16",Romans 8:26-27,Matthew 13:24-43,,,
17,A,17,Sunday,Ordinary,SEVENTEENTH SUNDAY,"1 Kings 3:5, 7-12","Psalm 118:57, 72, 76-77, 127-130",Romans 8:28-30,Matthew 13:44-52,,,
18,A,18,Sunday,Ordinary,EIGHTEENTH SUNDAY,Isaiah 55:1-3,"Psalm 144:8-9, 15-18","Romans 8:35, 37-39",Matthew 14:13-21,,,
19,A,19,Sunday,Ordinary,NINETEENTH SUNDAY,"1 Kings 19:9, 11-13",Psalm 84:9-14,Romans 9:1-5,Matthew 14:22-33,,,
20,A,20,Sunday,Ordinary,TWENTIETH SUNDAY,"Isaiah 56:1, 6-7","Psalm 66:2-3, 5-6, 8","Romans 11:13-15, 29-32",Matthew 15:21-28,,,
21,A,21,Sunday,Ordinary,TWENTY-FIRST SUNDAY,Isaiah 22:19-23,"Psalm 137:1-3, 6, 8",Romans 11:33-36,Matthew 16:13-20,,,
22,A,22,Sunday,Ordinary,TWENTY-SECOND SUNDAY,Jeremiah 20:7-9,"Psalm 62:2-6, 8-9",Romans 12:1-2,Matthew 16:21-27,,,
23,A,23,Sunday,Ordinary,TWENTY-THIRD SUNDAY,Ezekiel 33:7-9,"Psalm 94:1-2, 6-9",Romans 13:8-10,Matthew 18:15-20,,,
24,A,24,Sunday,Ordinary,TWENTY-FOURTH SUNDAY,Sirach 27:30 – 28:7,"Psalm 102:1-4, 9-12",Romans 14:7-9,Matthew 18:21-35,,,
25,A,25,Sunday,Ordinary,TWENTY-FIFTH SUNDAY,Isaiah 55:6-9,"Psalm 144:2-3, 8-9, 17-18","Philippians 1:20-24, 27",Matthew 20:1-16,,,
26,A,26,Sunday,Ordinary,TWENTY-SIXTH SUNDAY,Ezekiel 18:25-28,Psalm 24:4-9,Philippians 2:1-11,Matthew 21:28-32,,,
27,A,27,Sunday,Ordinary,TWENTY-SEVENTH SUNDAY,Isaiah 5:1-7,"Psalm 79:9, 12-16, 19-20",Philippians 4:6-9,Matthew 21:33-43,,,
28,A,28,Sunday,Ordinary,TWENTY-EIGHTH SUNDAY,Isaiah 25:6-10,Psalm 22,"Philippians 4:12-14, 19-20",Matthew 22:1-14,,,
29,A,29,Sunday,Ordinary,TWENTY-NINTH SUNDAY,"Isaiah 45:1, 4-6","Psalm 95:1, 3-5, 7-10",1 Thessalonians 1:1-5,Matthew 22:15-21,,,
30,A,30,Sunday,Ordinary,THIRTIETH SUNDAY,Exodus 22:20-26,"Psalm 17:2-4, 47, 51",1 Thessalonians 1:5-10,Matthew 22:34-40,,,
31,A,31,Sunday,Ordinary,THIRTY-FIRST SUNDAY,"Malachi 1:14 – 2:2, 8-10",Psalm 130,"1 Thessalonians 2:7-9, 13",Matthew 23:1-12,,,
32,A,32,Sunday,Ordinary,THIRTY-SECOND SUNDAY,Wisdom 6:12-16,Psalm 62:2-8,1 Thessalonians 4:13-18,Matthew 25:1-13,,,
33,A,33,Sunday,Ordinary,THIRTY-THIRD SUNDAY,"Proverbs 31:10-13, 19-20, 30-31",Psalm 127:1-5,1 Thessalonians 5:1-6,Matthew 25:14-30,,,
34,A,34,Sunday,Ordinary,"OUR LORD JESUS CHRIST, KING OF THE UNIVERSE","Ezekiel 34:11-12, 15-17","Psalm 22:1-3, 5-6","1 Corinthians 15:20-26, 28",Matthew 25:31-46,,,
35,B,1,Sunday,Ordinary,BAPTISM OF THE LORD,Isaiah 55:1-11,Isaiah 12:2-6,1 John 5:1-9,Mark 1:7-11,,,
36,B,2,Sunday,Ordinary,SECOND SUNDAY,"1 Samuel 3:3-10, 19","Psalm 39:2, 4, 7-10","1 Corinthians 6:13-15, 17-20",John 1:35-42,,,
37,B,3,Sunday,Ordinary,THIRD SUNDAY,"Jonah 3:1-5, 10",Psalm 24:4-9,1 Corinthians 7:29-31,Mark 1:14-20,,,
38,B,4,Sunday,Ordinary,FOURTH SUNDAY,Deuteronomy 18:15-20,"Psalm 94:1-2, 6-9",1 Corinthians 7:32-35,Mark 1:21-28,,,
39,B,5,Sunday,Ordinary,FIFTH SUNDAY,"Job 7:1-4, 6-7",Psalm 146:1-6,"1 Corinthians 9:16-19, 22-23",Mark 1:29-39,,,
40,B,6,Sunday,Ordinary,SIXTH SUNDAY,"Leviticus 13:1-2, 44-46","Psalm 31:1-2, 5, 11",1 Corinthians 10:31 – 11:1,Mark 1:40-45,,,
41,B,7,Sunday,Ordinary,SEVENTH SUNDAY,"Isaiah 43:18-19, 21-22, 24-25","Psalm 40:2-5, 13-14",2 Corinthians 1:18-22,Mark 2:1-12,,,
42,B,8,Sunday,Ordinary,EIGHTH SUNDAY,"Hosea 2:16-17, 21-22","Psalm 102:1-4, 8, 10, 12-13",2 Corinthians 3:1-6,Mark 2:18-22,,,
43,B,9,Sunday,Ordinary,NINTH SUNDAY,Deuteronomy 5:12-15,"Psalm 80:3-8, 10-11",2 Corinthians 4:6-11,Mark 2:23 – 3:6,,,
44,B,10,Sunday,Ordinary,TENTH SUNDAY,Genesis 3:9-15,Psalm 129,2 Corinthians 4:13 – 5:1,Mark 3:20-35,,,
45,B,11,Sunday,Ordinary,ELEVENTH SUNDAY,Ezekiel 17:22-24,"Psalm 91:2-3, 13-16",2 Corinthians 5:6-10,Mark 4:26-34,,,
46,B,12,Sunday,Ordinary,TWELFTH SUNDAY,"Job 38:1, 8-11","Psalm 106:23-26, 28-31",2 Corinthians 5:14-17,Mark 4:35-41,,,
47,B,13,Sunday,Ordinary,THIRTEENTH SUNDAY,Wisdom 1:13-15; 2:23-24,"Psalm 29:2, 4-6, 11-13","2 Corinthians 8:7, 9, 13-15",Mark 5:21-43,,,
48,B,14,Sunday,Ordinary,FOURTEENTH SUNDAY,Ezekiel 2:2-5,Psalm 122,2 Corinthians 12:7-10,Mark 6:1-6,,,
49,B,15,Sunday,Ordinary,FIFTEENTH SUNDAY,Amos 7:12-15,Psalm 84:9-14,Ephesians 1:3-14,Mark 6:7-13,,,
